eventId,eventName,startDate,category,city
E479,Dynamic Tech Summit,2025-04-23,Food,Seattle
E480,Cultural Tech Summit,2025-04-24,Art,Austin
E481,Dynamic Food Carnival,2025-04-25,Sport,Boston
E482,International Comedy Show,2025-04-26,Sport,Boston
E483,Annual Literary Fair,2025-04-27,Fashion,Las Vegas
E484,Modern Music Festival,2025-04-28,Comedy,San Jose
E485,Annual Literary Fair,2025-04-29,Music,Seattle
E486,Modern Startup Pitch,2025-04-30,Music,Denver
E487,Annual Music Festival,2025-05-01,Art,Houston
E488,Modern Tech Summit,2025-05-02,Fashion,San Antonio
E489,Annual Art Expo,2025-05-03,Music,Los Angeles
E490,Modern Music Festival,2025-05-04,Literature,Boston
E491,Cultural Comedy Show,2025-05-05,Music,San Diego
E492,International Comedy Show,2025-05-06,Conference,San Antonio
E493,Dynamic Music Festival,2025-05-07,Technology,Boston
E494,International Art Expo,2025-05-08,Fashion,Miami
E495,Grand Comedy Show,2025-05-09,Literature,San Diego
E496,International Tech Summit,2025-05-10,Food,Seattle
E497,Modern Tech Summit,2025-05-11,Literature,Denver
E498,Cultural Startup Pitch,2025-05-12,Comedy,Austin
E499,Annual Food Carnival,2025-05-13,Food,Atlanta
E500,Spectacular Startup Pitch,2025-05-14,Film,Atlanta
